posX,posY,MAC,frequency,posXY,ap_x,ap_y,dist,avg_RSSI,avg_diffMAX
2,11,00:14:bf:b1:97:81,2.422,"2, 11",33.5,2.8,32.549807987144874,69.33239831697054,23.667601683029453
2,12,00:14:bf:b1:97:8a,2.4370000000000003,"2, 12",2.5,-0.8,12.809761902549166,46.86868686868687,46.13131313131313
2,12,00:0f:a3:39:e1:c0,2.462,"2, 12",7.5,6.3,7.920858539325141,55.33560864618885,37.66439135381115
2,12,00:14:bf:3b:c7:c6,2.432,"2, 12",12.8,-2.8,18.321571984958062,67.91428571428571,25.085714285714285
2,12,00:14:bf:b1:97:8d,2.442,"2, 12",33.5,9.3,31.61550252645053,67.56424581005587,25.435754189944134
2,12,00:14:bf:b1:97:81,2.422,"2, 12",33.5,2.8,32.816002194051606,71.35967302452316,21.64032697547684
2,12,00:14:bf:b1:97:90,2.427,"2, 12",1,14,2.23606797749979,47.0478527607362,45.9521472392638
2,13,00:14:bf:b1:97:8a,2.4370000000000003,"2, 13",2.5,-0.8,13.809055000252553,46.31960049937578,46.68039950062422
2,13,00:0f:a3:39:e1:c0,2.462,"2, 13",7.5,6.3,8.668333173107735,56.28506271379703,36.71493728620297
2,13,00:14:bf:3b:c7:c6,2.432,"2, 13",12.8,-2.8,19.138442987871297,68.12777777777778,24.872222222222224
2,13,00:14:bf:b1:97:8d,2.442,"2, 13",33.5,9.3,31.71655719021218,69.36914600550965,23.63085399449036
2,13,00:14:bf:b1:97:90,2.427,"2, 13",1,14,1.4142135623730951,43.59367088607595,49.40632911392405
2,13,00:14:bf:b1:97:81,2.422,"2, 13",33.5,2.8,33.11027030998086,73.00374064837905,19.996259351620946
3,3,00:14:bf:b1:97:81,2.422,"3, 3",33.5,2.8,30.50065573065602,58.15384615384615,34.84615384615385
3,3,00:0f:a3:39:e1:c0,2.462,"3, 3",7.5,6.3,5.580322571321482,50.92474344355758,42.07525655644242
3,3,00:14:bf:b1:97:90,2.427,"3, 3",1,14,11.180339887498949,57.311023622047244,35.688976377952756
3,3,00:14:bf:b1:97:8d,2.442,"3, 3",33.5,9.3,31.14385974795032,61.66382978723404,31.336170212765957
3,3,00:14:bf:3b:c7:c6,2.432,"3, 3",12.8,-2.8,11.387712676389407,58.30533333333333,34.69466666666667
3,3,00:14:bf:b1:97:8a,2.4370000000000003,"3, 3",2.5,-0.8,3.83275357934736,48.37943262411348,44.62056737588652
4,3,00:0f:a3:39:e1:c0,2.462,"4, 3",7.5,6.3,4.810405388322278,49.3205574912892,43.6794425087108
4,3,00:14:bf:b1:97:8a,2.4370000000000003,"4, 3",2.5,-0.8,4.085339643163099,51.045103092783506,41.954896907216494
4,3,00:14:bf:3b:c7:c6,2.432,"4, 3",12.8,-2.8,10.539449701004319,59.704280155642024,33.295719844357976
4,3,00:14:bf:b1:97:8d,2.442,"4, 3",33.5,9.3,30.165211751287277,59.44195804195804,33.55804195804196
4,3,00:14:bf:b1:97:81,2.422,"4, 3",33.5,2.8,29.5006779583114,56.46397694524496,36.53602305475504
4,3,00:14:bf:b1:97:90,2.427,"4, 3",1,14,11.40175425099138,58.60077519379845,34.39922480620155
5,3,00:14:bf:b1:97:8a,2.4370000000000003,"5, 3",2.5,-0.8,4.548626166217663,50.77226463104326,42.22773536895674
5,3,00:14:bf:b1:97:8d,2.442,"5, 3",33.5,9.3,29.1880112374927,57.373925501432666,35.626074498567334
5,3,00:0f:a3:39:e1:c0,2.462,"5, 3",7.5,6.3,4.1400483088968905,48.37997724687145,44.62002275312855
5,3,00:14:bf:3b:c7:c6,2.432,"5, 3",12.8,-2.8,9.720082304178295,57.602758620689656,35.397241379310344
5,3,00:14:bf:b1:97:81,2.422,"5, 3",33.5,2.8,28.500701745746543,55.48790322580645,37.51209677419355
5,3,00:14:bf:b1:97:90,2.427,"5, 3",1,14,11.704699910719626,63.172739541160595,29.827260458839405
6,3,00:0f:a3:39:e1:c0,2.462,"6, 3",7.5,6.3,3.6249137920783716,47.66591166477916,45.33408833522084
6,3,00:14:bf:3b:c7:c6,2.432,"6, 3",12.8,-2.8,8.937561188601732,56.86422976501306,36.13577023498694
6,3,00:14:bf:b1:97:81,2.422,"6, 3",33.5,2.8,27.500727263110697,55.45355191256831,37.54644808743169
6,3,00:14:bf:b1:97:8a,2.4370000000000003,"6, 3",2.5,-0.8,5.166236541235795,53.07259073842303,39.92740926157697
6,3,00:14:bf:b1:97:90,2.427,"6, 3",1,14,12.083045973594572,61.54194407456724,31.458055925432756
6,3,00:14:bf:b1:97:8d,2.442,"6, 3",33.5,9.3,28.21240861748603,56.76933895921238,36.23066104078762
7,3,00:0f:a3:39:e1:c0,2.462,"7, 3",7.5,6.3,3.337663853655727,45.600682593856654,47.399317406143346
7,3,00:14:bf:b1:97:81,2.422,"7, 3",33.5,2.8,26.50075470623431,55.13940256045519,37.86059743954481
7,3,00:14:bf:b1:97:8a,2.4370000000000003,"7, 3",2.5,-0.8,5.8898217290508885,54.950967741935486,38.049032258064514
7,3,00:14:bf:b1:97:8d,2.442,"7, 3",33.5,9.3,27.238575586840074,57.360169491525426,35.639830508474574
7,3,00:14:bf:3b:c7:c6,2.432,"7, 3",12.8,-2.8,8.202438661763951,55.63150867823765,37.36849132176235
7,3,00:14:bf:b1:97:90,2.427,"7, 3",1,14,12.529964086141668,62.48497267759563,30.51502732240437
8,3,00:14:bf:3b:c7:c6,2.432,"8, 3",12.8,-2.8,7.528612089887485,52.979564032697546,40.020435967302454
8,3,00:14:bf:b1:97:8a,2.4370000000000003,"8, 3",2.5,-0.8,6.685057965343307,50.871049304677626,42.128950695322374
8,3,00:14:bf:b1:97:81,2.422,"8, 3",33.5,2.8,25.500784301664133,55.82876712328767,37.17123287671233
8,3,00:0f:a3:39:e1:c0,2.462,"8, 3",7.5,6.3,3.337663853655727,49.09431818181818,43.90568181818182
8,3,00:14:bf:b1:97:90,2.427,"8, 3",1,14,13.038404810405298,66.25169147496617,26.74830852503383
8,3,00:14:bf:b1:97:8d,2.442,"8, 3",33.5,9.3,26.26670896781704,58.09472259810555,34.90527740189445
9,3,00:14:bf:b1:97:8a,2.4370000000000003,"9, 3",2.5,-0.8,7.529276193632426,51.74050632911393,41.25949367088607
9,3,00:14:bf:3b:c7:c6,2.432,"9, 3",12.8,-2.8,6.9339743293438865,50.8380187416332,42.1619812583668
9,3,00:0f:a3:39:e1:c0,2.462,"9, 3",7.5,6.3,3.6249137920783716,49.35795454545455,43.64204545454545
9,3,00:14:bf:b1:97:8d,2.442,"9, 3",33.5,9.3,25.297035399429713,57.19973190348526,35.80026809651474
9,3,00:14:bf:b1:97:81,2.422,"9, 3",33.5,2.8,24.50081631293129,55.30452674897119,37.69547325102881
9,3,00:14:bf:b1:97:90,2.427,"9, 3",1,14,13.601470508735444,63.79839786381842,29.201602136181574
10,3,00:0f:a3:39:e1:c0,2.462,"10, 3",7.5,6.3,4.1400483088968905,48.27366020524516,44.72633979475484
10,3,00:14:bf:b1:97:8a,2.4370000000000003,"10, 3",2.5,-0.8,8.407734534343957,55.05949367088608,37.94050632911392
10,3,00:14:bf:3b:c7:c6,2.432,"10, 3",12.8,-2.8,6.440496875241847,52.473262032085564,40.526737967914436
10,3,00:14:bf:b1:97:8d,2.442,"10, 3",33.5,9.3,24.329817097545146,56.566265060240966,36.433734939759034
10,3,00:14:bf:b1:97:81,2.422,"10, 3",33.5,2.8,23.500851048419502,52.44207723035952,40.55792276964048
10,3,00:14:bf:b1:97:90,2.427,"10, 3",1,14,14.212670403551895,69.96907216494846,23.030927835051546
11,3,00:0f:a3:39:e1:c0,2.462,"11, 3",7.5,6.3,4.810405388322278,49.533560864618885,43.466439135381115
11,3,00:14:bf:b1:97:8a,2.4370000000000003,"11, 3",2.5,-0.8,9.31074647920348,56.45663265306123,36.54336734693877
11,3,00:14:bf:3b:c7:c6,2.432,"11, 3",12.8,-2.8,6.072890580275591,48.54353562005277,44.45646437994723
11,3,00:14:bf:b1:97:8d,2.442,"11, 3",33.5,9.3,23.365358974344907,58.222707423580786,34.777292576419214
11,3,00:14:bf:b1:97:90,2.427,"11, 3",1,14,14.866068747318506,68.26293103448276,24.737068965517242
11,3,00:14:bf:b1:97:81,2.422,"11, 3",33.5,2.8,22.500888871331284,53.744710860366716,39.255289139633284
12,3,00:14:bf:b1:97:8a,2.4370000000000003,"12, 3",2.5,-0.8,10.231813133555557,58.47484662576687,34.52515337423313
12,3,00:14:bf:b1:97:8d,2.442,"12, 3",33.5,9.3,22.404017496868725,58.17446808510638,34.82553191489362
12,3,00:0f:a3:39:e1:c0,2.462,"12, 3",7.5,6.3,5.580322571321482,51.40732265446224,41.59267734553776
12,3,00:14:bf:b1:97:90,2.427,"12, 3",1,14,15.556349186104045,68.53802008608321,24.461979913916785
12,3,00:14:bf:3b:c7:c6,2.432,"12, 3",12.8,-2.8,5.854912467321779,46.28737113402062,46.71262886597938
12,3,00:14:bf:b1:97:81,2.422,"12, 3",33.5,2.8,21.500930212434998,52.00859598853868,40.99140401146132
13,3,00:14:bf:3b:c7:c6,2.432,"13, 3",12.8,-2.8,5.803447251418763,49.56944444444444,43.43055555555556
13,3,00:14:bf:b1:97:81,2.422,"13, 3",33.5,2.8,20.500975586542218,52.13157894736842,40.86842105263158
13,3,00:0f:a3:39:e1:c0,2.462,"13, 3",7.5,6.3,6.41404708432983,50.668571428571425,42.331428571428575
13,3,00:14:bf:b1:97:90,2.427,"13, 3",1,14,16.278820596099706,69.28529411764706,23.71470588235294
13,3,00:14:bf:b1:97:8d,2.442,"13, 3",33.5,9.3,21.446211786700232,57.502857142857145,35.497142857142855
13,3,00:14:bf:b1:97:8a,2.4370000000000003,"13, 3",2.5,-0.8,11.166467659918244,57.51347881899871,35.48652118100129
9,4,00:0f:a3:39:e1:c0,2.462,"9, 4",7.5,6.3,2.745906043549196,46.172811059907836,46.827188940092164
9,4,00:14:bf:b1:97:81,2.422,"9, 4",33.5,2.8,24.529370150902775,54.092957746478874,38.907042253521126
9,4,00:14:bf:b1:97:8d,2.442,"9, 4",33.5,9.3,25.06671099286861,58.292857142857144,34.707142857142856
9,4,00:14:bf:b1:97:8a,2.4370000000000003,"9, 4",2.5,-0.8,8.080222769206305,56.41596130592503,36.58403869407497
9,4,00:14:bf:3b:c7:c6,2.432,"9, 4",12.8,-2.8,7.789736837660179,53.04275862068965,39.95724137931035
9,4,00:14:bf:b1:97:90,2.427,"9, 4",1,14,12.806248474865697,68.41761363636364,24.582386363636363
10,4,00:14:bf:3b:c7:c6,2.432,"10, 4",12.8,-2.8,7.353910524340094,50.23680649526387,42.76319350473613
10,4,00:0f:a3:39:e1:c0,2.462,"10, 4",7.5,6.3,3.3970575502926055,50.300683371298405,42.699316628701595
10,4,00:14:bf:b1:97:8a,2.4370000000000003,"10, 4",2.5,-0.8,8.904493247793498,57.321522309711284,35.678477690288716
10,4,00:14:bf:b1:97:8d,2.442,"10, 4",33.5,9.3,24.09024698918631,56.18508287292818,36.81491712707182
10,4,00:14:bf:b1:97:81,2.422,"10, 4",33.5,2.8,23.5306183514161,54.18269230769231,38.81730769230769
10,4,00:14:bf:b1:97:90,2.427,"10, 4",1,14,13.45362404707371,69.17294281729428,23.82705718270572
11,4,00:14:bf:b1:97:8a,2.4370000000000003,"11, 4",2.5,-0.8,9.761659694949419,54.84970414201184,38.15029585798816
11,4,00:14:bf:b1:97:81,2.422,"11, 4",33.5,2.8,22.53197727675048,54.87673130193906,38.12326869806094
11,4,00:14:bf:b1:97:8d,2.442,"11, 4",33.5,9.3,23.11579546543878,59.85027472527472,33.14972527472528
11,4,00:0f:a3:39:e1:c0,2.462,"11, 4",7.5,6.3,4.188078318274385,51.6325369738339,41.3674630261661
11,4,00:14:bf:b1:97:90,2.427,"11, 4",1,14,14.142135623730951,70.86235955056179,22.1376404494382
11,4,00:14:bf:3b:c7:c6,2.432,"11, 4",12.8,-2.8,7.03420215802759,51.823373173970786,41.176626826029214
12,4,00:0f:a3:39:e1:c0,2.462,"12, 4",7.5,6.3,5.053711507397311,48.33295324971494,44.66704675028506
12,4,00:14:bf:b1:97:90,2.427,"12, 4",1,14,14.866068747318506,68.15333333333334,24.846666666666668
12,4,00:14:bf:b1:97:8a,2.4370000000000003,"12, 4",2.5,-0.8,10.64377752492037,57.603881278538815,35.396118721461185
12,4,00:14:bf:b1:97:81,2.422,"12, 4",33.5,2.8,21.53346233191495,54.258156028368795,38.741843971631205
12,4,00:14:bf:b1:97:8d,2.442,"12, 4",33.5,9.3,22.143622106602162,57.27785419532324,35.72214580467676
12,4,00:14:bf:3b:c7:c6,2.432,"12, 4",12.8,-2.8,6.846897107449475,49.85180055401662,43.14819944598338
13,4,00:14:bf:3b:c7:c6,2.432,"13, 4",12.8,-2.8,6.802940540677979,47.691489361702125,45.308510638297875
13,4,00:14:bf:b1:97:81,2.422,"13, 4",33.5,2.8,20.535091916034855,54.59405940594059,38.40594059405941
13,4,00:0f:a3:39:e1:c0,2.462,"13, 4",7.5,6.3,5.961543424315552,50.339772727272724,42.660227272727276
13,4,00:14:bf:b1:97:8d,2.442,"13, 4",33.5,9.3,21.174040710265956,58.53019145802651,34.46980854197349
13,4,00:14:bf:b1:97:8a,2.4370000000000003,"13, 4",2.5,-0.8,11.545128842936315,56.10551558752998,36.89448441247002
13,4,00:14:bf:b1:97:90,2.427,"13, 4",1,14,15.620499351813308,68.74326241134752,24.25673758865248
10,5,00:14:bf:3b:c7:c6,2.432,"10, 5",12.8,-2.8,8.287339742040265,49.691489361702125,43.308510638297875
10,5,00:0f:a3:39:e1:c0,2.462,"10, 5",7.5,6.3,2.817800560721074,47.78977272727273,45.21022727272727
10,5,00:14:bf:b1:97:81,2.422,"10, 5",33.5,2.8,23.6027540765903,54.90462833099579,38.09537166900421
10,5,00:14:bf:b1:97:8a,2.4370000000000003,"10, 5",2.5,-0.8,9.481033698917011,56.00218340611354,36.99781659388646
10,5,00:14:bf:b1:97:8d,2.442,"10, 5",33.5,9.3,23.89016534057477,57.38515406162465,35.61484593837535
10,5,00:14:bf:b1:97:90,2.427,"10, 5",1,14,12.727922061357855,69.46579330422125,23.53420669577875
11,5,00:14:bf:3b:c7:c6,2.432,"11, 5",12.8,-2.8,8.0049984384758,49.237057220708444,43.762942779291556
11,5,00:14:bf:b1:97:8a,2.4370000000000003,"11, 5",2.5,-0.8,10.290286682109492,58.06979405034325,34.93020594965675
11,5,00:14:bf:b1:97:8d,2.442,"11, 5",33.5,9.3,22.90720410700529,57.953058321479375,35.046941678520625
11,5,00:0f:a3:39:e1:c0,2.462,"11, 5",7.5,6.3,3.7336309405188937,49.11402508551881,43.88597491448119
11,5,00:14:bf:b1:97:81,2.422,"11, 5",33.5,2.8,22.607299706068392,60.486918604651166,32.513081395348834
11,5,00:14:bf:b1:97:90,2.427,"11, 5",1,14,13.45362404707371,65.81216216216217,27.187837837837836
12,5,00:0f:a3:39:e1:c0,2.462,"12, 5",7.5,6.3,4.684015371452148,48.486270022883296,44.513729977116704
12,5,00:14:bf:b1:97:8d,2.442,"12, 5",33.5,9.3,21.925783908448974,58.32551724137931,34.67448275862069
12,5,00:14:bf:b1:97:8a,2.4370000000000003,"12, 5",2.5,-0.8,11.130588483993108,56.59521094640821,36.40478905359179
12,5,00:14:bf:b1:97:81,2.422,"12, 5",33.5,2.8,21.612265036316764,57.98890429958391,35.01109570041609
12,5,00:14:bf:3b:c7:c6,2.432,"12, 5",12.8,-2.8,7.840918313565063,52.004149377593365,40.995850622406635
12,5,00:14:bf:b1:97:90,2.427,"12, 5",1,14,14.212670403551895,68.00797872340425,24.992021276595743
13,5,00:14:bf:3b:c7:c6,2.432,"13, 5",12.8,-2.8,7.8025636812524635,48.305750350631136,44.694249649368864
13,5,00:0f:a3:39:e1:c0,2.462,"13, 5",7.5,6.3,5.651548460377916,49.02840909090909,43.97159090909091
13,5,00:14:bf:b1:97:8a,2.4370000000000003,"13, 5",2.5,-0.8,11.995415791042843,53.844892812105925,39.155107187894075
13,5,00:14:bf:b1:97:8d,2.442,"13, 5",33.5,9.3,20.94612135933524,59.58132956152758,33.41867043847242
13,5,00:14:bf:b1:97:81,2.422,"13, 5",33.5,2.8,20.61771083316477,59.27442528735632,33.72557471264368
13,5,00:14:bf:b1:97:90,2.427,"13, 5",1,14,15,68.71509971509971,24.284900284900285
10,6,00:14:bf:3b:c7:c6,2.432,"10, 6",12.8,-2.8,9.234717104492157,50.95102040816327,42.04897959183673
10,6,00:0f:a3:39:e1:c0,2.462,"10, 6",7.5,6.3,2.5179356624028344,44.230419977298524,48.769580022701476
10,6,00:14:bf:b1:97:8a,2.4370000000000003,"10, 6",2.5,-0.8,10.123734488813898,58.10148232611174,34.89851767388826
10,6,00:14:bf:b1:97:81,2.422,"10, 6",33.5,2.8,23.716871631815188,58.83857142857143,34.16142857142857
10,6,00:14:bf:b1:97:8d,2.442,"10, 6",33.5,9.3,23.730571000294113,57.49667994687915,35.50332005312085
10,6,00:14:bf:b1:97:90,2.427,"10, 6",1,14,12.041594578792296,65.00420757363254,27.995792426367462
11,6,00:0f:a3:39:e1:c0,2.462,"11, 6",7.5,6.3,3.5128336140500593,46.01365187713311,46.98634812286689
11,6,00:14:bf:b1:97:8a,2.4370000000000003,"11, 6",2.5,-0.8,10.885311203635842,57.24428399518652,35.75571600481348
11,6,00:14:bf:b1:97:8d,2.442,"11, 6",33.5,9.3,22.74071238989667,55.655667144906744,37.344332855093256
11,6,00:14:bf:b1:97:81,2.422,"11, 6",33.5,2.8,22.726416347501864,60.28612303290415,32.71387696709585
11,6,00:14:bf:b1:97:90,2.427,"11, 6",1,14,12.806248474865697,70.31440443213296,22.685595567867036
11,6,00:14:bf:3b:c7:c6,2.432,"11, 6",12.8,-2.8,8.98220462915425,50.6327608982827,42.3672391017173
12,6,00:14:bf:b1:97:8d,2.442,"12, 6",33.5,9.3,21.75178153623284,56.81944444444444,36.18055555555556
12,6,00:14:bf:3b:c7:c6,2.432,"12, 6",12.8,-2.8,8.836288813749809,50.320600272851294,42.679399727148706
12,6,00:14:bf:b1:97:8a,2.4370000000000003,"12, 6",2.5,-0.8,11.682893477217021,57.5979262672811,35.4020737327189
12,6,00:14:bf:b1:97:81,2.422,"12, 6",33.5,2.8,21.736835096213984,61.05595408895265,31.944045911047347
12,6,00:0f:a3:39:e1:c0,2.462,"12, 6",7.5,6.3,4.509988913511872,50.34742857142857,42.65257142857143
12,6,00:14:bf:b1:97:90,2.427,"12, 6",1,14,13.601470508735444,70.09348441926346,22.906515580736542
13,6,00:14:bf:3b:c7:c6,2.432,"13, 6",12.8,-2.8,8.802272433866156,51.69031377899045,41.30968622100955
13,6,00:14:bf:b1:97:81,2.422,"13, 6",33.5,2.8,20.74825293850063,59.413258110014105,33.586741889985895
13,6,00:0f:a3:39:e1:c0,2.462,"13, 6",7.5,6.3,5.508175741568165,48.658342792281495,44.341657207718505
13,6,00:14:bf:b1:97:90,2.427,"13, 6",1,14,14.422205101855956,67.73698630136987,25.263013698630136
13,6,00:14:bf:b1:97:8d,2.442,"13, 6",33.5,9.3,20.76391099961662,59.31293463143255,33.68706536856745
13,6,00:14:bf:b1:97:8a,2.4370000000000003,"13, 6",2.5,-0.8,12.509596316428441,54.502262443438916,38.497737556561084
9,7,00:0f:a3:39:e1:c0,2.462,"9, 7",7.5,6.3,1.6552945357246849,48.41799544419134,44.58200455580866
9,7,00:14:bf:3b:c7:c6,2.432,"9, 7",12.8,-2.8,10.510946674776731,52.26702997275204,40.73297002724796
9,7,00:14:bf:b1:97:8d,2.442,"9, 7",33.5,9.3,24.607722365143832,53.98641304347826,39.01358695652174
9,7,00:14:bf:b1:97:81,2.422,"9, 7",33.5,2.8,24.857393266390584,60.57968970380818,32.42031029619182
9,7,00:14:bf:b1:97:90,2.427,"9, 7",1,14,10.63014581273465,65.29411764705883,27.705882352941178
9,7,00:14:bf:b1:97:8a,2.4370000000000003,"9, 7",2.5,-0.8,10.153324578678651,59.522041763341065,33.477958236658935
10,7,00:14:bf:3b:c7:c6,2.432,"10, 7",12.8,-2.8,10.192153844992728,49.93983957219251,43.06016042780749
10,7,00:0f:a3:39:e1:c0,2.462,"10, 7",7.5,6.3,2.596150997149434,46.84755403868032,46.15244596131968
10,7,00:14:bf:b1:97:8d,2.442,"10, 7",33.5,9.3,23.61228493814184,54.030178326474626,38.969821673525374
10,7,00:14:bf:b1:97:8a,2.4370000000000003,"10, 7",2.5,-0.8,10.820813278122861,60.75059665871122,32.24940334128878
10,7,00:14:bf:b1:97:90,2.427,"10, 7",1,14,11.40175425099138,67.96671105193076,25.03328894806924
10,7,00:14:bf:b1:97:81,2.422,"10, 7",33.5,2.8,23.872368964977063,60.35014836795252,32.64985163204748
11,7,00:14:bf:3b:c7:c6,2.432,"11, 7",12.8,-2.8,9.963934965664922,48.616216216216216,44.383783783783784
11,7,00:14:bf:b1:97:8d,2.442,"11, 7",33.5,9.3,22.61725005388586,50.59366391184573,42.40633608815427
11,7,00:0f:a3:39:e1:c0,2.462,"11, 7",7.5,6.3,3.5693136595149495,47.03068181818182,45.96931818181818
11,7,00:14:bf:b1:97:8a,2.4370000000000003,"11, 7",2.5,-0.8,11.536463929644993,56.827838827838825,36.172161172161175
11,7,00:14:bf:b1:97:81,2.422,"11, 7",33.5,2.8,22.88864347225497,59.317507418397625,33.682492581602375
11,7,00:14:bf:b1:97:90,2.427,"11, 7",1,14,12.206555615733702,69.7284122562674,23.271587743732592
12,7,00:14:bf:3b:c7:c6,2.432,"12, 7",12.8,-2.8,9.832598842625485,52.19220430107527,40.80779569892473
12,7,00:14:bf:b1:97:81,2.422,"12, 7",33.5,2.8,21.906391761310214,56.685264663805434,36.314735336194566
12,7,00:14:bf:b1:97:8a,2.4370000000000003,"12, 7",2.5,-0.8,12.29186723000212,57.152852529601724,35.847147470398276
12,7,00:14:bf:b1:97:90,2.427,"12, 7",1,14,13.038404810405298,68.02011494252874,24.979885057471265
12,7,00:0f:a3:39:e1:c0,2.462,"12, 7",7.5,6.3,4.5541190146942805,50.28896473265074,42.71103526734926
12,7,00:14:bf:b1:97:8d,2.442,"12, 7",33.5,9.3,21.622673285234647,48.34757834757835,44.65242165242165
13,7,00:0f:a3:39:e1:c0,2.462,"13, 7",7.5,6.3,5.544366510251645,46.70307167235495,46.29692832764505
13,7,00:14:bf:3b:c7:c6,2.432,"13, 7",12.8,-2.8,9.802040603874278,49.58238636363637,43.41761363636363
13,7,00:14:bf:b1:97:8d,2.442,"13, 7",33.5,9.3,20.62862089428181,50.41430499325236,42.58569500674764
13,7,00:14:bf:b1:97:81,2.422,"13, 7",33.5,2.8,20.925821369781403,57.6376404494382,35.3623595505618
13,7,00:14:bf:b1:97:90,2.427,"13, 7",1,14,13.892443989449804,68.50980392156863,24.49019607843137
13,7,00:14:bf:b1:97:8a,2.4370000000000003,"13, 7",2.5,-0.8,13.080137613954985,57.69230769230769,35.30769230769231
9,8,00:0f:a3:39:e1:c0,2.462,"9, 8",7.5,6.3,2.2671568097509267,48.01936218678816,44.98063781321184
9,8,00:14:bf:b1:97:8d,2.442,"9, 8",33.5,9.3,24.534465553584003,53.26869806094183,39.73130193905817
9,8,00:14:bf:3b:c7:c6,2.432,"9, 8",12.8,-2.8,11.44901742508937,52.94786096256684,40.05213903743316
9,8,00:14:bf:b1:97:8a,2.4370000000000003,"9, 8",2.5,-0.8,10.940292500660117,58.871088861076345,34.128911138923655
9,8,00:14:bf:b1:97:81,2.422,"9, 8",33.5,2.8,25.045758123881974,59.263888888888886,33.736111111111114
9,8,00:14:bf:b1:97:90,2.427,"9, 8",1,14,10,67.2530779753762,25.746922024623803
10,8,00:0f:a3:39:e1:c0,2.462,"10, 8",7.5,6.3,3.023243291566195,44.64018161180477,48.35981838819523
10,8,00:14:bf:b1:97:8d,2.442,"10, 8",33.5,9.3,23.535929979501553,52.46825396825397,40.53174603174603
10,8,00:14:bf:b1:97:81,2.422,"10, 8",33.5,2.8,24.068444071023784,60.532951289398284,32.467048710601716
10,8,00:14:bf:b1:97:90,2.427,"10, 8",1,14,10.816653826391969,63.90824468085106,29.091755319148938
10,8,00:14:bf:3b:c7:c6,2.432,"10, 8",12.8,-2.8,11.157060544785082,54.01474530831099,38.98525469168901
10,8,00:14:bf:b1:97:8a,2.4370000000000003,"10, 8",2.5,-0.8,11.562439189029277,58.260416666666664,34.739583333333336
11,8,00:14:bf:3b:c7:c6,2.432,"11, 8",12.8,-2.8,10.948972554536796,50.206199460916444,42.793800539083556
11,8,00:0f:a3:39:e1:c0,2.462,"11, 8",7.5,6.3,3.891015291668744,47.90692395005675,45.09307604994325
11,8,00:14:bf:b1:97:8d,2.442,"11, 8",33.5,9.3,22.537524265100636,51.28178243774574,41.71821756225426
11,8,00:14:bf:b1:97:81,2.422,"11, 8",33.5,2.8,23.093072554339752,60.250347705146034,32.749652294853966
11,8,00:14:bf:b1:97:8a,2.4370000000000003,"11, 8",2.5,-0.8,12.23478647136925,59.5207100591716,33.4792899408284
11,8,00:14:bf:b1:97:90,2.427,"11, 8",1,14,11.661903789690601,68.84036939313984,24.15963060686016
12,8,00:14:bf:3b:c7:c6,2.432,"12, 8",12.8,-2.8,10.829589096544707,52.249666221628836,40.750333778371164
12,8,00:0f:a3:39:e1:c0,2.462,"12, 8",7.5,6.3,4.810405388322278,49.87927107061503,43.12072892938497
12,8,00:14:bf:b1:97:81,2.422,"12, 8",33.5,2.8,22.119900542271886,58.515625,34.484375
12,8,00:14:bf:b1:97:90,2.427,"12, 8",1,14,12.529964086141668,69.72701149425288,23.272988505747126
12,8,00:14:bf:b1:97:8d,2.442,"12, 8",33.5,9.3,21.539266468475663,50.44325767690254,42.55674232309746
12,8,00:14:bf:b1:97:8a,2.4370000000000003,"12, 8",2.5,-0.8,12.949517365523706,56.94865525672372,36.05134474327628
13,8,00:14:bf:3b:c7:c6,2.432,"13, 8",12.8,-2.8,10.801851693112622,53.37196765498652,39.62803234501348
13,8,00:14:bf:b1:97:81,2.422,"13, 8",33.5,2.8,21.149231664530983,59.535172413793106,33.464827586206894
13,8,00:14:bf:b1:97:8d,2.442,"13, 8",33.5,9.3,20.54117815511077,53.14931506849315,39.85068493150685
13,8,00:0f:a3:39:e1:c0,2.462,"13, 8",7.5,6.3,5.756735185849702,51.5290763968073,41.4709236031927
13,8,00:14:bf:b1:97:90,2.427,"13, 8",1,14,13.416407864998739,66.38306451612904,26.616935483870968
13,8,00:14:bf:b1:97:8a,2.4370000000000003,"13, 8",2.5,-0.8,13.7,59.54778554778555,33.45221445221445
8,7,00:0f:a3:39:e1:c0,2.462,"8, 7",7.5,6.3,0.8602325267042628,47.25057208237986,45.74942791762014
8,7,00:14:bf:b1:97:8d,2.442,"8, 7",33.5,9.3,25.603515383634335,54.38666666666666,38.61333333333334
8,7,00:14:bf:b1:97:8a,2.4370000000000003,"8, 7",2.5,-0.8,9.544108130150246,57.033029612756266,35.966970387243734
8,7,00:14:bf:b1:97:90,2.427,"8, 7",1,14,9.899494936611665,64.54937413073714,28.450625869262865
8,7,00:14:bf:3b:c7:c6,2.432,"8, 7",12.8,-2.8,10.912378292562993,55.21534320323015,37.78465679676985
8,7,00:14:bf:b1:97:81,2.422,"8, 7",33.5,2.8,25.843567865138127,59.257221458046764,33.742778541953236
7,7,00:14:bf:3b:c7:c6,2.432,"7, 7",12.8,-2.8,11.387712676389409,58.62849533954727,34.37150466045273
7,7,00:0f:a3:39:e1:c0,2.462,"7, 7",7.5,6.3,0.8602325267042628,44.750569476082006,48.249430523917994
7,7,00:14:bf:b1:97:8a,2.4370000000000003,"7, 7",2.5,-0.8,9.004998611882181,55.585253456221196,37.414746543778804
