"","timestamp","receiver","posX","posY","orientation","ap_mac","rssi","frequency","mode","ap_x","ap_y"
"7259",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-76,"2432000000","3",12.8,-2.8
"7263",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-47,"2427000000","3",1,14
"7264",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-55,"2462000000","3",7.5,6.3
"7265",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-69,"2442000000","3",33.5,9.3
"7266",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-73,"2422000000","3",33.5,2.8
"7271",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-48,"2437000000","3",2.5,-0.8
"7272",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-45,"2427000000","3",1,14
"7273",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"7274",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-68,"2442000000","3",33.5,9.3
"7275",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-76,"2432000000","3",12.8,-2.8
"7279",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-44,"2427000000","3",1,14
"7280",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-49,"2437000000","3",2.5,-0.8
"7281",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"7282",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-69,"2442000000","3",33.5,9.3
"7283",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-76,"2432000000","3",12.8,-2.8
"7284",2006-02-11 21:30:28,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-71,"2422000000","3",33.5,2.8
"7288",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-51,"2437000000","3",2.5,-0.8
"7289",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-54,"2427000000","3",1,14
"7290",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"7291",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-67,"2422000000","3",33.5,2.8
"7292",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-71,"2422000000","3",33.5,2.8
"7294",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-73,"2442000000","3",33.5,9.3
"7298",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-43,"2427000000","3",1,14
"7299",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"7300",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-51,"2437000000","3",2.5,-0.8
"7301",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-68,"2432000000","3",12.8,-2.8
"7302",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-68,"2432000000","3",12.8,-2.8
"7303",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-68,"2432000000","3",12.8,-2.8
"7304",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-66,"2442000000","3",33.5,9.3
"7308",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-53,"2427000000","3",1,14
"7309",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-53,"2437000000","3",2.5,-0.8
"7310",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"7311",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-66,"2432000000","3",12.8,-2.8
"7312",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-68,"2422000000","3",33.5,2.8
"7313",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-68,"2422000000","3",33.5,2.8
"7318",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-44,"2437000000","3",2.5,-0.8
"7319",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-44,"2427000000","3",1,14
"7320",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"7321",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-67,"2442000000","3",33.5,9.3
"7322",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-65,"2422000000","3",33.5,2.8
"7324",2006-02-11 21:30:29,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-73,"2432000000","3",12.8,-2.8
"7328",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-52,"2437000000","3",2.5,-0.8
"7329",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"7330",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-68,"2432000000","3",12.8,-2.8
"7331",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-68,"2432000000","3",12.8,-2.8
"7332",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-69,"2432000000","3",12.8,-2.8
"7334",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-67,"2422000000","3",33.5,2.8
"7337",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-52,"2427000000","3",1,14
"7338",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-52,"2437000000","3",2.5,-0.8
"7339",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-55,"2462000000","3",7.5,6.3
"7340",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-68,"2432000000","3",12.8,-2.8
"7341",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-65,"2442000000","3",33.5,9.3
"7343",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-69,"2422000000","3",33.5,2.8
"7345",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-46,"2427000000","3",1,14
"7347",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-68,"2422000000","3",33.5,2.8
"7348",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-69,"2432000000","3",12.8,-2.8
"7352",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-46,"2427000000","3",1,14
"7353",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-51,"2437000000","3",2.5,-0.8
"7354",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-52,"2462000000","3",7.5,6.3
"7355",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-66,"2442000000","3",33.5,9.3
"7356",2006-02-11 21:30:30,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-68,"2432000000","3",12.8,-2.8
"7360",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-49,"2437000000","3",2.5,-0.8
"7361",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"7362",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-72,"2442000000","3",33.5,9.3
"7363",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-68,"2422000000","3",33.5,2.8
"7367",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-48,"2437000000","3",2.5,-0.8
"7368",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-48,"2437000000","3",2.5,-0.8
"7369",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-51,"2427000000","3",1,14
"7370",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-53,"2462000000","3",7.5,6.3
"7371",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-74,"2432000000","3",12.8,-2.8
"7372",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-68,"2422000000","3",33.5,2.8
"7377",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-45,"2427000000","3",1,14
"7378",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-47,"2437000000","3",2.5,-0.8
"7379",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"7380",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-66,"2442000000","3",33.5,9.3
"7381",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-74,"2432000000","3",12.8,-2.8
"7382",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-72,"2422000000","3",33.5,2.8
"7386",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-47,"2427000000","3",1,14
"7387",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-48,"2437000000","3",2.5,-0.8
"7388",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"7390",2006-02-11 21:30:31,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-71,"2442000000","3",33.5,9.3
"7394",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-48,"2437000000","3",2.5,-0.8
"7395",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-55,"2462000000","3",7.5,6.3
"7396",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-67,"2442000000","3",33.5,9.3
"7398",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-68,"2427000000","3",1,14
"7399",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-74,"2422000000","3",33.5,2.8
"7402",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-48,"2437000000","3",2.5,-0.8
"7403",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-44,"2427000000","3",1,14
"7404",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-55,"2462000000","3",7.5,6.3
"7405",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-68,"2442000000","3",33.5,9.3
"7406",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-72,"2442000000","3",33.5,9.3
"7407",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-75,"2432000000","3",12.8,-2.8
"7412",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-46,"2437000000","3",2.5,-0.8
"7413",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-51,"2427000000","3",1,14
"7414",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"7415",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-68,"2442000000","3",33.5,9.3
"7416",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-72,"2422000000","3",33.5,2.8
"7418",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-75,"2432000000","3",12.8,-2.8
"7420",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-47,"2427000000","3",1,14
"7421",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-48,"2437000000","3",2.5,-0.8
"7422",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-48,"2437000000","3",2.5,-0.8
"7423",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"7424",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-67,"2442000000","3",33.5,9.3
"7426",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-74,"2422000000","3",33.5,2.8
"7427",2006-02-11 21:30:32,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-77,"2432000000","3",12.8,-2.8
"7431",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-46,"2427000000","3",1,14
"7432",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-47,"2437000000","3",2.5,-0.8
"7433",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-48,"2437000000","3",2.5,-0.8
"7434",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"7435",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-67,"2442000000","3",33.5,9.3
"7436",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-73,"2422000000","3",33.5,2.8
"7438",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-75,"2432000000","3",12.8,-2.8
"7441",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-44,"2427000000","3",1,14
"7442",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-49,"2437000000","3",2.5,-0.8
"7443",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"7445",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-73,"2422000000","3",33.5,2.8
"7449",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-47,"2427000000","3",1,14
"7450",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-55,"2462000000","3",7.5,6.3
"7451",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-76,"2432000000","3",12.8,-2.8
"7452",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-74,"2422000000","3",33.5,2.8
"7457",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-49,"2437000000","3",2.5,-0.8
"7458",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-49,"2437000000","3",2.5,-0.8
"7459",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-50,"2427000000","3",1,14
"7460",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-55,"2462000000","3",7.5,6.3
"7461",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-73,"2422000000","3",33.5,2.8
"7462",2006-02-11 21:30:33,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-76,"2432000000","3",12.8,-2.8
"7466",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-47,"2437000000","3",2.5,-0.8
"7467",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-49,"2427000000","3",1,14
"7468",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-54,"2462000000","3",7.5,6.3
"7469",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-68,"2442000000","3",33.5,9.3
"7470",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-73,"2422000000","3",33.5,2.8
"7472",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-77,"2432000000","3",12.8,-2.8
"7475",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-47,"2437000000","3",2.5,-0.8
"7476",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-47,"2437000000","3",2.5,-0.8
"7477",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-51,"2427000000","3",1,14
"7478",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-55,"2462000000","3",7.5,6.3
"7480",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-66,"2442000000","3",33.5,9.3
"7481",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-76,"2432000000","3",12.8,-2.8
"7482",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-75,"2422000000","3",33.5,2.8
"7485",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-44,"2427000000","3",1,14
"7486",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"7488",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-72,"2442000000","3",33.5,9.3
"7489",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-76,"2432000000","3",12.8,-2.8
"7490",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-75,"2422000000","3",33.5,2.8
"7494",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-45,"2427000000","3",1,14
"7495",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-47,"2437000000","3",2.5,-0.8
"7496",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-55,"2462000000","3",7.5,6.3
"7497",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-67,"2442000000","3",33.5,9.3
"7499",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-75,"2432000000","3",12.8,-2.8
"7500",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-75,"2422000000","3",33.5,2.8
"7501",2006-02-11 21:30:34,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-75,"2422000000","3",33.5,2.8
"7504",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-46,"2437000000","3",2.5,-0.8
"7505",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-50,"2427000000","3",1,14
"7506",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-55,"2462000000","3",7.5,6.3
"7507",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-68,"2442000000","3",33.5,9.3
"7509",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-76,"2432000000","3",12.8,-2.8
"7513",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-45,"2427000000","3",1,14
"7514",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-48,"2437000000","3",2.5,-0.8
"7515",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"7516",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-67,"2442000000","3",33.5,9.3
"7517",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-72,"2432000000","3",12.8,-2.8
"7519",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-75,"2422000000","3",33.5,2.8
"7521",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-49,"2437000000","3",2.5,-0.8
"7522",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-52,"2427000000","3",1,14
"7523",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"7524",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-67,"2442000000","3",33.5,9.3
"7525",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-76,"2432000000","3",12.8,-2.8
"7526",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-76,"2432000000","3",12.8,-2.8
"7530",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-46,"2427000000","3",1,14
"7531",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-47,"2437000000","3",2.5,-0.8
"7532",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-48,"2437000000","3",2.5,-0.8
"7533",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:0f:a3:39:e1:c0",-56,"2462000000","3",7.5,6.3
"7534",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8d",-67,"2442000000","3",33.5,9.3
"7536",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:3b:c7:c6",-76,"2432000000","3",12.8,-2.8
"7537",2006-02-11 21:30:35,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:81",-73,"2422000000","3",33.5,2.8
"7541",2006-02-11 21:30:36,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:90",-46,"2427000000","3",1,14
"7542",2006-02-11 21:30:36,"00:02:2D:21:0F:33",0.15,9.42,112.3,"00:14:bf:b1:97:8a",-46,"2437000000","3",2.5,-0.8
